,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,Index of Multiple Deprivation Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop,priority_places_for_food_oct22_domain_supermarket_proximity,priority_places_for_food_oct22_domain_supermarket_accessibility,priority_places_for_food_oct22_domain_ecommerce_access,priority_places_for_food_oct22_domain_socio_demographic,priority_places_for_food_oct22_domain_nonsupermarket_proximity,priority_places_for_food_oct22_domain_food_for_families,priority_places_for_food_oct22_domain_fuel_poverty,priority_places_for_food_oct22_country,priority_places_for_food_oct22_country_denominator,priority_places_for_food_oct22_combined,Priority Places for Food Index: Supermarket proximity decile,Priority Places for Food Index: Supermarket accessibility decile,Priority Places for Food Index: Online supermarket delivery access decile,Priority Places for Food Index: Socio-demographic determinants of food insecurity decile,Priority Places for Food Index: Non-supermarket food retail proximity decile,Priority Places for Food Index: Need for further food support decile,Priority Places for Food Index: Fuel poverty decile,Priority Places for Food Index: Overall decile,AHAH_V3_0_ah3gp,AHAH_V3_0_ah3dent,AHAH_V3_0_ah3phar,AHAH_V3_0_ah3hosp,AHAH_V3_0_ah3blue,AHAH_V3_0_ah3gpas,AHAH_V3_0_ah3ffood,AHAH_V3_0_ah3gamb,AHAH_V3_0_ah3leis,AHAH_V3_0_ah3pubs,AHAH_V3_0_ah3tob,AHAH_V3_0_ah3no2,AHAH_V3_0_ah3so2,AHAH_V3_0_ah3pm10,AHAH_V3_0_ah3gp_rnk,AHAH_V3_0_ah3dent_rnk,AHAH_V3_0_ah3phar_rnk,AHAH_V3_0_ah3hosp_rnk,AHAH_V3_0_ah3leis_rnk,AHAH_V3_0_ah3gpas_rnk,AHAH_V3_0_ah3blue_rnk,AHAH_V3_0_ah3no2_rnk,AHAH_V3_0_ah3so2_rnk,AHAH_V3_0_ah3pm10_rnk,AHAH_V3_0_ah3gamb_rnk,AHAH_V3_0_ah3pubs_rnk,AHAH_V3_0_ah3tob_rnk,AHAH_V3_0_ah3ffood_rnk,AHAH_V3_0_ah3gp_pct,AHAH_V3_0_ah3dent_pct,AHAH_V3_0_ah3phar_pct,AHAH_V3_0_ah3hosp_pct,AHAH_V3_0_ah3leis_pct,AHAH_V3_0_ah3gpas_pct,AHAH_V3_0_ah3blue_pct,AHAH_V3_0_ah3no2_pct,AHAH_V3_0_ah3so2_pct,AHAH_V3_0_ah3pm10_pct,AHAH_V3_0_ah3gamb_pct,AHAH_V3_0_ah3pubs_pct,AHAH_V3_0_ah3tob_pct,AHAH_V3_0_ah3ffood_pct,AHAH_V3_0_ah3h,AHAH_V3_0_ah3g,AHAH_V3_0_ah3e,AHAH_V3_0_ah3r,AHAH_V3_0_ah3h_rnk,AHAH_V3_0_ah3g_rnk,AHAH_V3_0_ah3e_rnk,AHAH_V3_0_ah3r_rnk,AHAH_V3_0_ah3h_pct,AHAH_V3_0_ah3g_pct,AHAH_V3_0_ah3e_pct,AHAH_V3_0_ah3r_pct,AHAH_V3_0_ah3ahah,AHAH_V3_0_ah3ahah_rn,AHAH_V3_0_ah3ahah_pc,LSOA,Researcher initials (first),Coder initials (first),Date of data coding,Number of Images taken in the LSOA,Number of unique images taken in the LSOA,Number of dates photos taken across LSOA,Number of unique adverts in the LSOA,Number of unique advertising assets in the LSOA,Most common Advertising asset type in the LSOA,Number of different Advertising asset types in the LSOA,List of all the different Advertising asset types in the LSOA,Most common advert size in the LSOA,Number of different advert sizes in the LSOA,Number of different advertised product types in the LSOA,List of all the different Advertised product types in the LSOA,Number of different Products advertised in the LSOA,Most common Brand advertised in the LSOA,Number of different Brand advertised in the LSOA,List of all the different Brand advertised in the LSOA,Number of Products advertised with a price in the LSOA,Total price of Products advertised in the LSOA,Mean price of Products advertised in the LSOA,"Number of Products  with Fruit, Veg and Nut measure","Average percentage of products made up of fruit, vegetables and/or nuts across adverts in the LSOA",Count of adverts with a NPM status of fail,Count of adverts with a NPM status of pass,Count of adverts compliant with proposed healthy advertising policy restrictions,Count of adverts non-compliant with proposed healthy advertising policy restrictions
365,E01011657,Leeds 035B,Leeds 035B,623215.03397,5646.59191844254,1535,1,Leeds 035B,E08000035,Leeds,54.405,1535,1,0.286,2696,1,0.243,1519,1,62.434,1458,1,1.196,2897,1,1.491,1092,1,15.98,21702,7,38.432,4827,2,0.336,3043,1,0.288,5158,2,1.266,2005,1,0.517,1566,1,-0.21,19409,6,0.346,13477,5,0.963,4150,2,0.262,11256,4,1314,294,796,224,780.0,11336,24600,8458,3105,12454,13825,4016,E,32843,2576,4,8,3,1,4,5,2,1,4.513,3.9775,3.7175,2.1625,7.1,0.543813884,3.3325,3.9775,2.1625,6.5665,9.894,15.4362775,1.9689385,13.885825,27813,26192,29912,13781,6706,6194,32874,28670,34958,20867,18084,8128,13112,17500,66,62,71,33,16,14,78,68,83,50,43,19,31,42,-0.020314421801146308,-0.1222322293040976,0.4909187078638439,-0.4289466824343971,20834,17034,29789,12448,50,41,72,30,15.886670128852906,11733,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,E01011658,Leeds 040C,Leeds 040C,343536.883574,4027.5467667281105,166,1,Leeds 040C,E08000035,Leeds,72.671,166,1,0.4,401,1,0.316,321,1,67.981,926,1,1.685,904,1,2.257,68,1,16.276,21315,7,39.516,4417,2,0.454,647,1,0.36,2772,1,1.425,1277,1,0.525,1328,1,-0.653,26271,8,1.221,9641,3,0.9,4713,2,0.579,7616,3,1380,377,692,311,686.25,13646,19154,955,383,15656,13215,634,E,32843,940,5,6,1,1,5,5,1,1,2.358,4.80375,2.358,1.84125,6.53575,0.509452194,4.38,4.2365,2.545,5.12475,10.524,15.758155,2.2185175,14.17464,14650,29469,20168,11027,8599,9157,31226,29399,37950,22274,17000,10760,12268,13809,35,70,48,26,20,21,74,70,90,53,40,25,29,33,-0.2665123100221726,-0.05250051785700066,0.653131089332509,-0.46587601713438903,15758,18746,32261,11908,38,45,78,29,16.234116078069317,12565,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,E01011659,Leeds 035C,Leeds 035C,295419.9323125,3900.7445638260688,892,1,Leeds 035C,E08000035,Leeds,60.282,892,1,0.319,1682,1,0.267,919,1,59.886,1747,1,1.368,2006,1,2.088,143,1,19.426,17355,6,30.479,8533,3,0.373,2006,1,0.332,3542,2,0.656,6969,3,0.577,390,1,-0.082,17100,6,0.835,11234,4,0.387,10721,4,0.864,5132,2,1354,259,814,281,813.25,21072,12088,955,2060,11900,13568,3917,E,32843,1126,7,4,1,1,4,5,2,1,3.9005,1.845,1.845,1.6,9.0975,0.519529104,1.845,1.845,2.6075,5.9625,8.1215,15.55646,2.229761,14.48376,25040,11123,14468,8815,8883,8146,37114,28950,38073,23892,32013,9043,15741,26770,60,26,34,21,21,19,88,69,91,57,76,21,37,64,-0.4725514173266654,0.1822082971508286,0.6816261307878081,-0.001057364853551665,11899,24872,32648,20415,29,60,79,49,19.303536660125992,19697,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,E01011660,Leeds 040D,Leeds 040D,449954.8804665,5874.423196454477,941,1,Leeds 040D,E08000035,Leeds,59.684,941,1,0.307,2013,1,0.241,1577,1,61.317,1595,1,1.445,1675,1,2.158,102,1,19.42,17364,6,39.928,4281,2,0.392,1612,1,0.251,6891,3,1.07,3231,1,0.537,1033,1,-0.042,16409,5,0.731,11719,4,0.914,4569,2,0.576,7640,3,1381,320,775,286,768.25,18845,11225,955,2601,11576,13165,2957,E,32843,714,6,4,1,1,4,5,1,1,2.6465,3.5175,2.53,1.45825,8.36875,0.512163311,3.5175,2.98725,3.219,5.9615,8.77525,16.261115,2.140965,14.258635,17044,23915,21784,7432,11775,8883,35922,30423,37078,22732,23431,9045,14721,16730,40,57,52,17,28,21,86,72,88,54,56,21,35,40,-0.2982374558439426,0.143758110532681,0.6470257746189454,-0.31433744647946993,15154,23852,32165,14411,37,58,78,35,17.95095547355778,16667,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,E01011661,Leeds 035D,Leeds 035D,411977.745023,4278.154818053454,493,1,Leeds 035D,E08000035,Leeds,65.552,493,1,0.33,1436,1,0.277,739,1,72.995,600,1,1.831,589,1,1.872,330,1,14.345,23825,8,31.439,8029,3,0.352,2553,1,0.336,3414,2,1.341,1648,1,0.567,504,1,-0.594,25450,8,0.702,11860,4,0.577,8216,3,0.565,7733,3,1565,229,782,554,818.0,31935,14493,955,894,18296,13747,5169,E,32843,9870,10,5,1,1,6,5,2,4,3.22,1.6325,1.06875,0.65325,10.4325,0.466966659,1.2825,1.50375,3.7175,5.06,7.3245,16.4020225,2.01684425,13.98213,21138,9188,5013,950,14091,15211,38779,30708,35625,21314,34873,10931,17352,32130,50,22,12,2,33,36,92,73,85,51,83,26,41,77,-0.8696742645525667,0.5620566359739714,0.5700496590839693,0.21640230717122527,6150,33553,31084,24745,15,81,75,60,22.682395554116738,26408,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,E01011662,Leeds 040E,Leeds 040E,380557.928584,3853.2508719877465,60,1,Leeds 040E,E08000035,Leeds,77.034,60,1,0.431,198,1,0.317,315,1,81.229,242,1,1.715,836,1,2.291,62,1,22.914,13306,5,36.365,5641,2,0.535,170,1,0.466,909,1,1.611,709,1,0.576,403,1,0.069,14479,5,1.203,9697,3,0.817,5511,2,0.475,8664,3,1172,333,724,115,723.5,6793,9737,955,225,11509,12636,111,E,32843,65,3,3,1,1,4,4,1,1,2.4315,4.28325,2.4315,2.27975,11.224,0.538000107,3.689,2.0925,4.8895,5.894,7.0868,16.261115,2.140965,14.43921,15273,27536,20847,14699,18851,6608,39440,30423,37078,23659,29964,9165,17884,16074,36,65,49,35,45,15,94,72,88,56,71,22,42,38,-0.08640743205662174,0.299054397825544,0.6657737135608228,-0.167084798298973,19422,27792,32430,17118,47,67,78,42,21.059333294437117,23447,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,E01011663,Leeds 050A,Leeds 050A,390063.7971105,3984.888770470833,727,1,Leeds 050A,E08000035,Leeds,62.24,727,1,0.356,929,1,0.226,2056,1,75.835,466,1,1.515,1412,1,2.218,79,1,14.11,24095,8,27.701,10138,4,0.452,666,1,0.333,3517,2,1.856,265,1,0.51,1752,1,-0.952,29440,9,1.027,10438,4,0.46,9735,3,0.425,9187,3,1469,498,856,115,834.25,18868,14804,8458,1134,15641,13152,250,E,32843,1491,6,5,3,1,5,5,1,1,1.84625,2.656,1.8125,1.525,11.02875,0.505536437,1.9075,1.846,4.7,3.85625,5.83,16.96577,2.052169,14.03351,10147,18114,14068,8088,18132,9583,39299,31711,36078,21573,32004,15158,21121,26238,24,43,33,19,43,22,94,75,86,51,76,36,50,63,-0.46228223584000194,0.4148173632032406,0.616546726048497,0.18073062340106422,12096,30506,31778,24024,29,74,77,58,22.13010691710427,25447,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,E01011664,Leeds 050B,Leeds 050B,289230.6339205,4124.1286507189825,1216,1,Leeds 050B,E08000035,Leeds,57.063,1216,1,0.316,1771,1,0.237,1684,1,60.506,1684,1,1.328,2211,1,2.175,94,1,14.22,23967,8,30.221,8683,3,0.373,1996,1,0.396,1958,1,1.041,3448,2,0.536,1052,1,-0.394,22427,7,0.315,13637,5,0.457,9771,3,0.705,6444,2,1063,248,583,232,579.0,23713,15615,955,2738,15013,13124,4776,E,32843,2468,8,5,1,1,5,4,2,1,2.2475,2.5225,2.043,1.9455,10.767,0.450565249,2.5025,1.43925,4.2975,4.75125,6.73925,16.261115,2.140965,14.258635,13718,17080,16816,11883,16575,18041,39082,30423,37078,22732,35408,11771,18729,21869,32,40,40,28,39,43,93,72,88,54,84,28,44,52,-0.3495695026846561,0.6780117235036925,0.6470257746189454,0.09626191732628112,14128,35694,32165,22394,34,86,78,54,25.597072276512712,30801,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,E01011665,Leeds 050C,Leeds 050C,326690.275371,4823.632099224131,1979,1,Leeds 050C,E08000035,Leeds,51.35,1979,1,0.227,5131,2,0.211,2647,1,48.806,3454,2,1.524,1378,1,2.178,93,1,13.532,24778,8,42.661,3489,2,0.247,7054,3,0.221,8594,3,1.063,3273,1,0.453,3862,2,-0.341,21567,7,0.021,15089,5,0.953,4223,2,0.746,6092,2,1319,239,809,271,809.5,32084,14446,8458,5446,21155,13524,7466,E,32843,13833,10,5,3,2,7,5,3,5,1.73875,1.75,1.73875,2.132,12.82475,0.45649302,1.5225,2.88625,6.2965,2.9775,4.799,16.3034975,1.98005,13.995215,9134,10266,13201,13512,23287,16986,40377,30512,35116,21365,24078,19831,24519,29676,21,24,31,32,55,40,96,73,84,51,57,47,58,71,-0.4504381523209104,0.8056593472679116,0.5490424393788038,0.22752313937027013,12294,37643,30740,24982,30,91,74,60,27.296940008693582,32606,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,E01011666,Leeds 061D,Leeds 061D,271406.615568,2837.199467739237,13911,5,Leeds 061D,E08000035,Leeds,20.53,13911,5,0.071,21311,7,0.063,20617,7,18.955,14432,5,0.178,13353,5,1.554,917,1,7.151,30885,10,36.992,5396,2,0.075,23182,8,0.091,21420,7,-0.286,20756,7,0.363,9625,3,-0.381,22224,7,-1.996,25814,8,0.636,7501,3,0.98,4272,2,1497,270,865,362,850.75,25044,15752,18356,18902,20019,13383,16991,E,32843,14004,8,5,6,6,7,5,6,5,2.209,1.0,2.0515,1.87125,13.84,0.359829829,0.45125,2.1765,5.726,0.685,2.7965,16.3034975,1.98005,13.995215,13385,3422,16896,11269,21701,32235,40792,30512,35116,21365,29282,38906,33036,40266,32,8,40,27,52,77,97,73,84,51,70,93,79,96,-0.5321135751360617,1.3761484910353174,0.5490424393788038,1.1614869463563098,10845,41422,30740,37658,26,100,74,91,44.342320997912296,40644,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,E01011667,Leeds 050D,Leeds 050D,244539.055816,3868.258401000648,211,1,Leeds 050D,E08000035,Leeds,71.544,211,1,0.431,197,1,0.275,776,1,89.352,73,1,1.509,1441,1,1.827,378,1,15.092,22879,7,32.945,7230,3,0.452,674,1,0.493,700,1,1.682,548,1,0.639,49,1,-0.671,26483,9,0.976,10645,4,0.736,6425,2,0.34,10241,4,1515,592,774,149,726.25,18533,11466,955,162,17198,12841,89,E,32843,771,6,4,1,1,6,4,1,1,1.61375,3.0925,1.61375,0.4575,12.08875,0.519683778,1.8125,3.0635,5.77375,2.9975,4.819,16.480809999999998,2.088069,14.1310725,7941,21269,11639,302,21843,8139,40014,30844,36520,22050,22963,19702,24460,27026,19,50,27,0,52,19,95,73,87,52,55,47,58,65,-0.7651493069293965,0.43922087170700497,0.6210180471226113,0.16326590250180306,7489,31062,31830,23684,18,75,77,57,21.51391059018755,24326,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,E01011668,Leeds 110E,Leeds 110E,174527.796102,2232.7096013520286,13116,4,Leeds 110E,E08000035,Leeds,21.573,13116,4,0.113,14518,5,0.058,21975,7,19.227,14241,5,0.813,5776,2,0.718,6305,2,13.197,25173,8,36.427,5611,2,0.409,1303,1,0.354,2917,1,0.609,7539,3,0.215,25678,8,-1.295,31465,10,0.989,10589,4,0.644,7406,3,0.912,4755,2,1675,121,1500,54,1495.25,8935,31225,30790,6802,23084,4158,595,E,32843,17744,3,10,10,3,8,2,1,6,1.9937,1.2275,2.205,1.538,4.900179104,0.283187568,0.8,0.8175,4.0825,1.1375,2.8925,19.85218,2.360563,14.63292,11517,5395,18601,8217,15687,37446,24811,35845,39191,24688,40068,35173,32594,37325,27,12,44,19,37,89,59,85,93,59,96,84,78,89,-0.6060067602899811,0.7529452139578153,0.9517603071234375,1.1963894789721206,9723,36912,35717,37939,24,89,86,91,37.181580008090094,38892,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,E01011669,Leeds 110F,Leeds 110F,219543.7901795,3122.029193027103,11068,4,Leeds 110F,E08000035,Leeds,24.495,11068,4,0.108,15253,5,0.059,21738,7,15.627,16881,6,0.647,7425,3,0.789,5543,2,19.93,16739,6,57.707,893,1,0.354,2507,1,0.292,5019,2,0.481,9079,3,0.171,29492,9,-0.157,18498,6,1.149,9910,4,1.382,1532,1,0.914,4726,2,1733,129,1551,53,1538.75,4768,20639,30790,8986,22282,5026,1994,E,32843,9692,2,7,10,3,7,2,1,3,2.095,2.5846,2.095,1.525,5.1316,0.455824375,1.725,2.5846,1.85,1.465,3.5871,19.063625,2.156762,14.36033,12378,17575,17389,8088,5231,17097,25900,34881,37274,23244,26199,32137,29464,27759,29,42,41,19,12,40,62,83,89,55,62,77,70,66,-0.5912099773477918,0.03945224637195276,0.7883145331680756,0.5085017772610042,9948,21135,33950,29954,24,51,82,72,21.959201082925873,25122,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,E01011670,Leeds 055A,Leeds 055A,302535.707953,3872.002406090974,8537,3,Leeds 055A,E08000035,Leeds,28.918,8537,3,0.185,7665,3,0.096,13209,5,39.858,5397,2,1.05,3870,2,0.423,10120,4,14.534,23626,8,24.345,12199,4,0.423,1063,1,0.393,2028,1,1.237,2164,1,0.329,12910,4,-1.248,31271,10,1.27,9440,3,0.144,14217,5,0.671,6745,3,3001,382,2334,285,2281.0,9294,27485,6523,2767,24244,5377,2583,E,32843,4002,3,9,2,1,8,2,1,2,1.3675,1.97,1.3675,1.31,4.725679104,0.370663703,0.8,0.8825,3.245,0.8175,3.635,19.71524,2.302023,14.750045,5630,12281,8592,6012,11922,30957,24022,35653,38744,25331,39687,37894,29231,37325,13,29,20,14,28,74,57,85,92,60,95,91,70,89,-0.8186868080792337,0.41991865421381336,0.9304549125462825,1.190137323565089,6801,30624,35475,37899,17,74,86,91,31.96542629366141,36432,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,E01011671,Leeds 055B,Leeds 055B,518951.723782,4625.2186679597135,2088,1,Leeds 055B,E08000035,Leeds,50.636,2088,1,0.312,1900,1,0.204,2952,1,41.508,4994,2,1.342,2134,1,1.074,2973,1,19.223,17594,6,47.203,2415,1,0.394,1563,1,0.438,1257,1,0.675,6757,3,0.456,3741,2,-0.672,26493,9,1.876,7300,3,0.881,4897,2,1.323,2322,1,1589,407,1009,173,990.25,22568,24017,8458,1063,25718,8592,608,E,32843,6091,7,8,3,1,8,3,1,2,1.73,2.3175,1.6525,1.1175,4.132432836,0.305087537,0.955,2.53125,1.9495,1.3775,3.111682836,23.217131666666663,2.2416915,15.082303333333334,9045,15408,12138,4203,5706,36364,21096,38636,38193,26997,26561,32982,31582,35713,21,36,29,10,13,87,50,92,91,64,63,79,75,85,-0.8081316689595074,0.5735036635726339,1.065531376477346,0.7286708856499434,6932,33765,36726,33232,17,81,89,80,30.78864796348904,35672,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,E01011673,Leeds 064B,Leeds 064B,151621.37710549997,2443.199370397422,1125,1,Leeds 064B,E08000035,Leeds,57.896,1125,1,0.312,1887,1,0.185,3975,2,66.24,1067,1,1.132,3289,2,1.645,690,1,18.084,19018,6,69.597,114,1,0.3,4339,2,0.515,552,1,1.724,463,1,0.462,3480,2,-1.337,31627,10,2.065,6738,3,1.577,877,1,1.39,2035,1,1831,439,1240,152,1241.25,26712,19177,8458,343,25829,9395,20,E,32843,6380,9,6,3,1,8,3,1,2,0.7038,0.7104,0.7104,0.5075,5.840437313,0.183848009,0.73375,1.12745,0.95625,0.905,1.1125,22.985135,2.3918375,15.151645,809,1426,1617,433,1392,40724,28827,38514,39438,27335,37932,37207,40181,37952,1,3,3,1,3,97,69,92,94,65,90,89,96,91,-1.9603717918523986,1.2368993982430592,1.1410349770455293,1.4231511966324388,308,41074,37388,39446,1,99,90,95,48.46757413655895,41170,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,E01011677,Leeds 064D,Leeds 064D,304560.947307,3703.631125436419,587,1,Leeds 064D,E08000035,Leeds,64.061,587,1,0.376,649,1,0.271,853,1,58.749,1876,1,1.582,1192,1,0.647,7112,3,16.846,20624,7,61.93,506,1,0.379,1875,1,0.463,939,1,1.222,2246,1,0.5,2072,1,-1.376,31775,10,1.811,7516,3,1.632,744,1,0.552,7874,3,1544,339,964,241,983.75,29426,24425,955,299,25937,9177,198,E,32843,9358,9,8,1,1,8,3,1,3,0.9375,1.81475,1.7,0.9925,5.279224627,0.248941683,0.945,0.9475,1.3575,1.09,2.42785,23.20518333333333,2.335684333333333,15.1539,2043,10858,12736,3138,2990,38858,26533,38628,39004,27360,39252,35604,34757,35821,4,26,30,7,7,93,63,92,93,65,94,85,83,86,-1.1418625490138614,0.916010394065677,1.1188525561907754,1.1623215039798216,3523,38967,37213,37668,9,94,90,91,40.09692697451321,39815,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,E01011678,Leeds 063B,Leeds 063B,468694.6338615001,4348.766747686004,14758,5,Leeds 063B,E08000035,Leeds,19.558,14758,5,0.035,29709,10,0.022,32015,10,6.347,25785,8,1.087,3630,2,0.226,13097,4,14.783,23314,8,71.851,67,1,0.264,6138,2,0.29,5077,2,-0.566,24806,8,0.223,24835,8,-0.736,27272,9,0.982,10623,4,1.771,487,1,1.133,3303,2,4590,129,4356,105,4373.0,24432,27315,30790,14521,25932,5926,1581,E,32843,21077,8,9,10,5,8,2,1,7,1.203263158,1.053544776,2.65875,0.255,1.501763158,0.26538378,1.3925,0.7805,1.596149057,0.8,2.596298115,23.22423,2.1816535,14.9796575,4158,3869,22941,59,4062,38219,5550,38639,37573,26507,40275,38041,33993,30981,9,9,54,0,9,91,13,92,90,63,96,91,81,74,-1.3536576276453238,0.13273448055263648,1.025220832441345,1.1775783880415394,2082,23562,36379,37812,5,57,88,91,29.22990831804497,34475,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,E01011681,Leeds 063D,Leeds 063D,280244.2368345,3409.400791086436,4084,2,Leeds 063D,E08000035,Leeds,40.604,4084,2,0.22,5524,2,0.138,7618,3,44.501,4281,2,1.346,2117,1,1.204,2213,1,14.963,23076,8,39.655,4372,2,0.378,1901,1,0.373,2466,1,1.35,1599,1,0.348,10960,4,-1.585,32270,10,1.445,8788,3,0.644,7402,3,1.194,2977,1,1903,327,1442,134,1455.0,18826,30221,6523,2460,26023,5182,2367,E,32843,9005,6,10,2,1,8,2,1,3,1.205,1.7475,0.92,1.1475,2.244,0.362215906,0.1725,1.1875,1.85,1.747,2.6625,21.112185,2.2727855000000003,14.78696,4169,10246,3413,4459,5231,31958,10193,37126,38453,25499,37421,29484,33678,41389,9,24,8,10,12,76,24,88,92,61,89,71,80,99,-1.1512342780258478,0.01625738443839142,0.9739990593753793,1.2688377452885824,3443,20530,35917,38470,9,50,87,93,29.047816009689463,34310,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,E01011684,Leeds 019C,Leeds 019C,667766.0967545,6292.916835302427,21265,7,Leeds 019C,E08000035,Leeds,12.799,21265,7,0.089,18031,6,0.071,18392,6,7.126,24906,8,-0.086,17357,6,-0.066,17628,6,10.965,27675,9,26.763,10704,4,0.116,17524,6,0.094,20934,7,-0.55,24603,8,0.235,23372,8,-0.195,19169,6,-1.114,21343,7,0.4,10534,4,0.45,8912,3,1545,266,876,403,892.75,10846,15941,18356,17443,7645,7339,14275,E,32843,4413,4,5,6,6,3,3,5,2,2.1025,2.205,2.2715,2.245,7.1261,0.482989639,1.3525,8.479,1.9225,3.5355,7.4674,14.3052425,1.7132505,12.7618725,12450,14449,19299,14427,5574,12676,32949,25860,30285,15835,8807,16699,17056,31392,29,34,46,34,13,30,78,61,72,37,21,40,40,75,-0.5050927531462733,0.145675404651813,0.19926105318549214,-0.151230273712553,11309,23900,24354,17422,28,58,59,42,14.56979590141817,8636,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,E01011685,Leeds 109A,Leeds 109A,1177094.379928,7360.512927316508,29078,9,Leeds 109A,E08000035,Leeds,6.321,29078,9,0.036,29462,9,0.028,31165,10,1.343,31635,10,-0.563,24222,8,0.053,15843,5,17.582,19683,6,22.354,13619,5,0.04,29064,9,0.094,20984,7,-1.012,29462,9,0.079,32527,10,0.468,8409,3,-2.213,26726,9,0.04,15817,5,0.631,7131,3,2304,264,1721,319,1710.0,12372,12149,29847,25741,7389,4832,23951,E,32843,17519,4,4,10,8,3,2,8,6,4.1745,1.61965,3.42175,3.1844,3.3548,0.47832644,1.61965,4.90335,3.68205,2.274160526,3.89175,15.199291666666667,1.8426685,13.304731666666669,26347,9065,28352,20846,13927,13384,16824,28113,32666,18144,14689,24951,28054,28754,63,21,67,49,33,32,40,67,78,43,35,60,67,69,-0.08216025675663081,-0.35542430696717175,0.3558787058582678,0.20185207768686664,19504,11778,27408,24464,47,29,66,59,16.414060838127575,12986,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,E01011686,Leeds 033E,Leeds 033E,770164.3193465001,4397.916785613604,2297,1,Leeds 033E,E08000035,Leeds,49.176,2297,1,0.283,2781,1,0.248,1333,1,38.337,5813,2,1.372,1990,1,1.077,2944,1,17.821,19376,6,28.323,9770,3,0.316,3746,2,0.29,5080,2,0.629,7285,3,0.436,4689,2,-0.111,17610,6,0.538,12602,4,0.645,7392,3,0.046,14544,5,1496,265,871,360,888.5,20591,16956,955,2639,14416,8098,7037,E,32843,1469,7,6,1,1,5,3,3,1,1.265,2.1225,2.2715,1.38,5.9375,0.506033301,2.02,6.7393,3.6663,1.26,6.5259,14.9519175,1.84401275,13.028075,4671,13700,19299,6681,13852,9530,29192,27510,32691,17002,10812,34057,19277,25283,11,32,46,16,33,22,69,65,78,40,25,82,46,60,-0.6367653870957771,-0.11056621732935679,0.3199840991762776,0.1069051429475394,9278,17321,26734,22583,23,42,65,55,14.602486506712253,8704,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,E01011687,Leeds 109B,Leeds 109B,381421.110577,3916.790987069881,22444,7,Leeds 109B,E08000035,Leeds,11.767,22444,7,0.077,20125,7,0.056,22597,7,2.677,30133,10,-0.35,21456,7,0.784,5596,2,10.599,28048,9,22.065,13805,5,0.088,21107,7,0.119,17528,6,-0.898,28544,9,0.165,29848,10,-0.009,15836,5,-2.192,26653,9,-0.228,20051,7,0.949,4511,2,1496,273,863,360,870.5,19695,19804,26601,20285,7931,6243,23905,E,32843,15665,6,7,9,7,3,2,8,5,2.02,1.575,1.434,1.9725,5.048121053,0.480885476,1.1825,6.572221053,3.0953,2.1675,5.560621053,14.582985,1.7995275,13.26912,11733,8649,9433,12102,11194,13020,25491,26579,31879,17999,11056,25855,21924,33260,28,20,22,29,26,31,61,63,76,43,26,62,52,79,-0.6637695620337366,-0.10431466234433989,0.29876259362056395,0.1427285207766243,8874,17467,26348,23285,22,42,64,56,14.633907085843216,8769,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
