,Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance,...1,Latitude,Longitude,file_path,LSOA_naming,lsoa_code,IMD_Q,LSOA_name
392,IW,VJ,23/05/2023,E01011363,IMG_5091,19/05/2023,AY_HFCA_73_01,AY_HFCA_73,NA,NA,12,1,5,BWS Waste Management,BWS,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78780278,-1.570122222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5091.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
393,VJ,VJ,23/05/2023,E01011363,20230519_113748,19/05/2023,AY_HFCA_74_01,AY_HFCA_74,NA,NA,1,2,1,Moroccan style meatball tagine sauce,Al'fez,0,Clear Channel,2.65,https://www.tesco.com/groceries/en-GB/products/306824719,g,112.5,450,https://www.tesco.com/groceries/en-GB/products/306824719,1,https://www.alfez.com/products/moroccan-meatball-tagine-sauce/,5.1,0.4,10,176,104,2,1.2,33,2,0,0,0,53.7879746,-1.5703752,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_113748.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
394,VJ,VJ,23/05/2023,E01011363,20230519_113754,19/05/2023,AY_HFCA_75_01,AY_HFCA_75,NA,NA,1,2,5,Women's clothing,Very,1,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7880194,-1.5703888,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_113754.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
395,IW,VJ,23/05/2023,E01011363,IMG_5095,19/05/2023,AY_HFCA_76_01,AY_HFCA_76,NA,NA,1,2,1,McDonald's Ketchup,McDonald's,0,Clear Channel,NA,NA,NA,21,21,https://www.mcdonalds.com/gb/en-gb/product/tomato-ketchup-17ml.html,2,https://www.mcdonalds.com/gb/en-gb/product/tomato-ketchup-17ml.html,0.48,0,21.09,1009.52,128.57,2.86,1.43,0,12,1,1,0,53.78761389,-1.569608333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5095.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
396,IW,VJ,23/05/2023,E01011363,IMG_5095,19/05/2023,AY_HFCA_76_01,AY_HFCA_76,NA,NA,1,2,1,McDonald's mayonnaise,McDonald's,0,Clear Channel,NA,NA,NA,19,19,https://www.mcdonalds.com/ie/en-ie/product/mayo-dip-19g.html,2,https://www.mcdonalds.com/ie/en-ie/product/mayo-dip-19g.html,68.42,5.79,2.63,357.89,647.37,0,1.05,0,16,1,1,0,53.78761389,-1.569608333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5095.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
397,IW,VJ,23/05/2023,E01011363,IMG_5095,19/05/2023,AY_HFCA_76_01,AY_HFCA_76,NA,NA,1,2,1,Chicken McNuggets,McDonald's,0,Clear Channel,4.29,https://mcdonalds-menu.co.uk/,g,105,105,"FPS book, pg 58 McDonald's 6 McNuggets",2,https://www.mcdonalds.com/gb/en-gb/product/chicken-mcnuggets-6-pieces.html,12.38,1.43,0.57,217.14,248.57,1.33,14.29,0,0,0,0,0,53.78761389,-1.569608333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5095.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
398,IW,VJ,23/05/2023,E01011363,IMG_5096,19/05/2023,AY_HFCA_77_01,AY_HFCA_77,NA,NA,1,2,5,Are you there God? It's me Margaret (film),NA,0,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78760278,-1.569611111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5096.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
399,IW,VJ,23/05/2023,E01011363,IMG_5097,19/05/2023,AY_HFCA_78_01,AY_HFCA_78,NA,NA,12,1,1,Fleur Restaurant,Fleur Restaurant,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78739167,-1.566772222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5097.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
400,VJ,VJ,23/05/2023,E01011363,20230519_114056,19/05/2023,AY_HFCA_79_01,AY_HFCA_79,NA,NA,12,1,1,Fleur Restaurant,Fleur Restaurant,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7879876,-1.5699411,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_114056.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
401,VJ,VJ,23/05/2023,E01011363,20230519_114635,19/05/2023,AY_HFCA_80_01,AY_HFCA_80,NA,NA,9,2,5,Leeds International Festival of Ideas,Leeds International Festival,0,City Ads Yorkshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7882862,-1.5699027,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_114635.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
402,IW,VJ,23/05/2023,E01011363,IMG_5099,19/05/2023,AY_HFCA_81_01,AY_HFCA_81,NA,NA,9,2,5,Leeds International Festival of Ideas,Leeds International Festival,0,City Ads Yorkshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78957778,-1.568694444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5099.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
403,IW,VJ,23/05/2023,E01011363,IMG_5100,19/05/2023,AY_HFCA_82_01,AY_HFCA_82,NA,NA,8,3,5,High speed broadband,BT,0,JCDecaux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79256944,-1.56845,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5100.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
404,IW,VJ,23/05/2023,E01011363,IMG_5101,19/05/2023,AY_HFCA_83_01,AY_HFCA_83,NA,NA,1,2,3,Madri beer,Madri,0,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79218333,-1.569583333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5101.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
405,IW,VJ,23/05/2023,E01011363,IMG_5102,19/05/2023,AY_HFCA_84_01,AY_HFCA_84,NA,NA,1,2,1,Cheesy Bacon Flatbread,McDonald's,0,Clear Channel,1.49,https://menuprice.co/uk/mcdonalds-breakfast/rolls-flatbread-menu?utm_content=cmp-true,g,115,115,"FPS book, (2 x rasher streaky bacon) + (2 x cheese slices) + flatbread (Tescos)",3 & 4,https://www.tesco.com/groceries/en-GB/products/291376220 and CoFID (19-018 and 12-527),18.75,8.57,2.61,1033,312.7,1.3,17.51,0,20,1,1,0,53.79215278,-1.569547222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5102.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
406,IW,VJ,23/05/2023,E01011363,IMG_5102,19/05/2023,AY_HFCA_85_01,AY_HFCA_85,NA,NA,1,2,1,Raffaello ice cream,Confetteria,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/313515644?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**313515644*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-y90HGMNQG03uIveASk5zrMIed7Kwhfc5w4BXoh4qWwloBbYnbStkaAjVIEALw_wcB&gclsrc=aw.ds,ml,70,280,https://www.tesco.com/groceries/en-GB/products/313515644?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**313515644*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-y90HGMNQG03uIveASk5zrMIed7Kwhfc5w4BXoh4qWwloBbYnbStkaAjVIEALw_wcB&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/313515644?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**313515644*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-y90HGMNQG03uIveASk5zrMIed7Kwhfc5w4BXoh4qWwloBbYnbStkaAjVIEALw_wcB&gclsrc=aw.ds,24.8,20.4,26.9,79.2,362,0,5.2,0,17,1,1,0,53.79215278,-1.569547222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5102.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
407,IW,VJ,23/05/2023,E01011363,IMG_5102,19/05/2023,AY_HFCA_85_01,AY_HFCA_85,NA,NA,1,2,1,Ferrero Rocher ice cream,Ferrero Rocher,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,ml,70,280,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,27.8,14,26.2,70.8,390,0,5,0,17,1,1,0,53.79215278,-1.569547222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5102.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
408,VJ,VJ,23/05/2023,E01011363,20230519_120320,19/05/2023,AY_HFCA_86_01,AY_HFCA_86,NA,NA,1,2,3,Madri beer,Madri,0,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7918851,-1.5707233,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_120320.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
409,IW,VJ,23/05/2023,E01011363,IMG_5104,19/05/2023,AY_HFCA_87_01,AY_HFCA_87,NA,NA,9,2,5,Batteries & tyres,Townhall Batteries,0,City Ads Yorkshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79170278,-1.570491667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5104.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
410,IW,VJ,23/05/2023,E01011363,IMG_5105,19/05/2023,AY_HFCA_88_01,AY_HFCA_88,NA,NA,6,2,5,Halifax Bank,Halifax Bank,1,Global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79158889,-1.570736111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5105.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
411,VJ,VJ,23/05/2023,E01011363,20230519_121458,19/05/2023,AY_HFCA_89_01,AY_HFCA_89,NA,NA,10,2,5,Live at Leeds Festival,Live at Leeds Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7923191,-1.5669323,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121458.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
412,VJ,VJ,23/05/2023,E01011363,20230519_121458,19/05/2023,AY_HFCA_89_02,AY_HFCA_89,NA,NA,10,2,5,Nile Rodgers & Chic (gig),Futuresound,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7923191,-1.5669323,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121458.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
413,VJ,VJ,23/05/2023,E01011363,20230519_121513,19/05/2023,AY_HFCA_89_03,AY_HFCA_89,NA,NA,10,2,5,The North Leeds Food Festival,North Leeds Food Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7936455,-1.5655365,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121513.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
414,VJ,VJ,23/05/2023,E01011363,20230519_121513,19/05/2023,AY_HFCA_89_04,AY_HFCA_89,NA,NA,10,2,5,Leeds Ska and Mod festival,Eagle,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7936455,-1.5655365,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121513.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
415,VJ,VJ,23/05/2023,E01011363,20230519_121529,19/05/2023,AY_HFCA_89_05,AY_HFCA_89,NA,NA,10,2,5,Of Mice and Men (play),Leeds Play House,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7936016,-1.5655971,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121529.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
416,VJ,VJ,23/05/2023,E01011363,20230519_121529,19/05/2023,AY_HFCA_89_06,AY_HFCA_89,NA,NA,10,2,5,The Bodyguard (musical),The Grand Theatre & Opera House Leeds,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7936016,-1.5655971,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121529.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
417,VJ,VJ,23/05/2023,E01011363,20230519_121529,19/05/2023,AY_HFCA_89_07,AY_HFCA_89,NA,NA,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7936016,-1.5655971,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121529.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
418,VJ,VJ,23/05/2023,E01011363,20230519_121545,19/05/2023,AY_HFCA_89_08,AY_HFCA_89,NA,NA,10,2,5,Reading & Leeds Festival,Reading & Leeds Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121529.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
419,VJ,VJ,23/05/2023,E01011363,20230519_121545,19/05/2023,AY_HFCA_89_09,AY_HFCA_89,NA,NA,10,2,5,Mindful Market,Belgrave Music Hall and Canteen,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121529.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
420,IW,VJ,23/05/2023,E01011363,IMG_5106,19/05/2023,AY_HFCA_90_01,AY_HFCA_90,NA,NA,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79924444,-1.564155556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5106.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
421,IW,VJ,23/05/2023,E01011363,IMG_5107,19/05/2023,AY_HFCA_91_01,AY_HFCA_91,NA,NA,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79921389,-1.564225,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5107.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
422,IW,VJ,23/05/2023,E01011363,IMG_5108,19/05/2023,AY_HFCA_92_01,AY_HFCA_92,NA,NA,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79926667,-1.564261111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5108.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
423,IW,VJ,23/05/2023,E01011363,IMG_5109,19/05/2023,AY_HFCA_93_01,AY_HFCA_93,NA,NA,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79928611,-1.564308333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5109.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
424,IW,VJ,23/05/2023,E01011363,IMG_5110,19/05/2023,AY_HFCA_94_01,AY_HFCA_94,NA,NA,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7993,-1.5643,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5110.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
425,VJ,VJ,23/05/2023,E01011363,20230519_122950,19/05/2023,AY_HFCA_95_01,AY_HFCA_95,NA,NA,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79925976,-1.564429839,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_122950.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
426,VJ,VJ,23/05/2023,E01011363,20230519_123002,19/05/2023,AY_HFCA_96_01,AY_HFCA_96,NA,NA,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7992686,-1.564576,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_123002.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
427,IW,VJ,23/05/2023,E01011363,IMG_5111,19/05/2023,AY_HFCA_97_01,AY_HFCA_97,NA,NA,3,3,5,Latimer homes,Latimer Homes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79941944,-1.564594444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5111.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
428,IW,VJ,23/05/2023,E01011363,IMG_5112,19/05/2023,AY_HFCA_98_01,AY_HFCA_98,NA,NA,3,3,5,Latimer homes,Latimer Homes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79941944,-1.564683333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5112.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
429,IW,VJ,23/05/2023,E01011363,IMG_5114,19/05/2023,AY_HFCA_99_01,AY_HFCA_99,NA,NA,3,3,5,Latimer homes,Latimer Homes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79946111,-1.564819444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5114.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
430,IW,VJ,23/05/2023,E01011363,IMG_5115,19/05/2023,AY_HFCA_100_01,AY_HFCA_100,NA,NA,3,3,5,Latimer homes,Latimer Homes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79951389,-1.564927778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5115.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
431,IW,VJ,23/05/2023,E01011363,IMG_5117,19/05/2023,AY_HFCA_101_01,AY_HFCA_101,NA,NA,3,3,5,Latimer homes,Latimer Homes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79960556,-1.565202778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5117.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
432,IW,VJ,23/05/2023,E01011363,IMG_5118,19/05/2023,AY_HFCA_102_01,AY_HFCA_102,NA,NA,3,3,5,Latimer homes,Latimer Homes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79961111,-1.565255556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5118.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
433,IW,VJ,23/05/2023,E01011363,IMG_5119,19/05/2023,AY_HFCA_103_01,AY_HFCA_103,NA,NA,3,3,5,Latimer homes,Latimer Homes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79965556,-1.565344444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5119.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
434,VJ,VJ,25/05/2023,E01011372,20230525_100052,25/05/2023,HR_SSBY_01_01,HR_SSBY_01,NA,NA,13,2,5,Ray Ban sunglasses,Ray Ban,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.777697,-1.544937,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011372_Q1_StratfordStBeverleys\IMG_5411.JPG,E01011372_Q1_StratfordStBeverleys,E01011372,Q1,StratfordStBeverleys
